Report_Number,Date_Reported,City,Crime_Description,Victim_Age,Victim_Gender,Weapon_Used,Case_Closed,DateTime_of_Occurrence
7325,2020-03-11,8,10,25.0,1,4,1,2020-11-01 14:56:00
7326,2020-01-11,4,19,16.0,1,3,1,2020-11-01 09:12:00
7327,2020-01-11,5,8,29.0,0,2,0,2020-11-01 11:16:00
7328,2020-01-11,2,13,34.0,0,5,0,2020-11-01 03:14:00
7329,2020-03-11,5,18,10.0,1,5,0,2020-11-01 01:29:00
7331,2020-03-11,17,0,34.0,0,1,1,2020-11-01 15:23:00
7332,2020-03-11,8,8,50.0,1,5,1,2020-11-01 01:57:00
7333,2020-03-11,13,14,59.0,1,0,1,2020-11-01 05:51:00
7334,2020-03-11,0,13,62.0,0,4,0,2020-11-01 21:21:00
7336,2020-02-11,16,8,47.0,0,4,1,2020-11-01 04:16:00
7337,2020-02-11,2,10,12.0,1,4,1,2020-11-01 02:28:00
7338,2020-03-11,21,13,77.0,0,0,0,2020-11-01 06:47:00
7339,2020-03-11,17,9,14.0,0,5,0,2020-11-01 09:11:00
7341,2020-04-11,4,8,37.0,0,2,1,2020-11-01 04:40:00
7342,2020-03-11,27,11,41.0,0,0,1,2020-11-01 18:03:00
7344,2020-03-11,14,6,36.0,0,4,1,2020-11-01 06:46:00
7345,2020-03-11,17,6,27.0,0,3,0,2020-11-02 06:36:00
7346,2020-02-11,25,4,74.0,0,5,1,2020-11-02 15:12:00
7348,2020-04-11,10,3,52.0,1,4,0,2020-11-02 21:17:00
7349,2020-02-11,14,13,52.0,0,2,0,2020-11-02 14:46:00
7352,2020-03-11,13,14,23.0,0,4,0,2020-11-02 13:56:00
7353,2020-04-11,5,10,36.0,0,1,1,2020-11-02 13:49:00
7354,2020-03-11,22,6,49.0,0,3,0,2020-11-02 01:23:00
7355,2020-04-11,10,13,79.0,0,4,1,2020-11-02 22:39:00
7357,2020-02-11,4,17,34.0,0,1,1,2020-11-02 07:28:00
7358,2020-05-11,8,0,64.0,1,4,1,2020-11-02 15:15:00
7359,2020-03-11,21,7,58.0,1,4,1,2020-11-02 04:58:00
7360,2020-03-11,24,9,60.0,0,2,1,2020-11-02 16:31:00
7361,2020-02-11,4,2,79.0,0,0,1,2020-11-02 11:02:00
7362,2020-04-11,5,15,34.0,1,2,1,2020-11-02 06:58:00
7364,2020-04-11,1,8,19.0,0,3,0,2020-11-02 05:19:00
7365,2020-05-11,15,20,27.0,0,5,0,2020-11-02 04:47:00
7366,2020-03-11,28,2,52.0,0,1,1,2020-11-02 06:30:00
7367,2020-04-11,5,13,50.0,0,5,1,2020-11-02 15:33:00
7368,2020-04-11,1,2,13.0,1,0,1,2020-11-02 23:19:00
7369,2020-04-11,18,4,66.0,0,1,1,2020-11-03 15:05:00
7370,2020-04-11,17,9,54.0,0,3,0,2020-11-03 09:55:00
7372,2020-03-11,11,7,58.0,0,2,0,2020-11-03 14:52:00
7374,2020-04-11,21,2,61.0,0,4,1,2020-11-03 14:50:00
7376,2020-06-11,24,18,66.0,0,2,0,2020-11-03 17:41:00
7377,2020-05-11,20,12,65.0,0,5,1,2020-11-03 00:48:00
7378,2020-05-11,2,4,77.0,0,2,0,2020-11-03 06:08:00
7379,2020-04-11,21,8,73.0,1,0,1,2020-11-03 22:00:00
7380,2020-03-11,2,17,76.0,0,0,0,2020-11-03 15:16:00
7381,2020-04-11,8,0,19.0,0,5,0,2020-11-03 04:19:00
7382,2020-06-11,5,15,40.0,0,4,0,2020-11-03 14:56:00
7383,2020-05-11,1,13,47.0,1,4,1,2020-11-03 22:24:00
7384,2020-04-11,21,7,45.0,1,4,1,2020-11-03 10:07:00
7385,2020-06-11,4,16,59.0,1,3,0,2020-11-03 06:22:00
7387,2020-06-11,12,20,25.0,0,5,0,2020-11-03 01:41:00
7388,2020-06-11,5,14,27.0,0,2,1,2020-11-03 05:45:00
7389,2020-04-11,4,10,73.0,0,3,0,2020-11-03 01:22:00
7390,2020-05-11,13,11,23.0,0,1,1,2020-11-03 10:33:00
7391,2020-05-11,8,8,12.0,0,3,0,2020-11-03 00:01:00
7392,2020-06-11,12,20,19.0,1,0,1,2020-11-03 19:07:00
7393,2020-05-11,24,5,46.0,1,2,0,2020-11-04 01:11:00
7394,2020-05-11,5,1,64.0,1,1,0,2020-11-04 03:03:00
7395,2020-04-11,18,7,51.0,0,0,1,2020-11-04 11:00:00
7396,2020-06-11,5,20,34.0,0,1,1,2020-11-04 14:51:00
7397,2020-05-11,4,20,33.0,1,4,0,2020-11-04 22:41:00
7398,2020-06-11,2,15,11.0,0,0,0,2020-11-04 02:05:00
7400,2020-04-11,17,9,23.0,1,5,1,2020-11-04 06:48:00
7401,2020-05-11,8,11,62.0,0,2,1,2020-11-04 12:03:00
7403,2020-06-11,8,20,32.0,0,2,1,2020-11-04 14:44:00
7404,2020-05-11,14,10,71.0,1,3,1,2020-11-04 11:41:00
7406,2020-07-11,19,7,12.0,0,5,1,2020-11-04 01:08:00
7407,2020-05-11,12,4,76.0,1,2,1,2020-11-04 13:48:00
7408,2020-05-11,13,3,28.0,0,4,1,2020-11-04 22:30:00
7409,2020-06-11,17,17,61.0,0,0,1,2020-11-04 06:49:00
7412,2020-04-11,8,20,26.0,0,5,0,2020-11-04 07:37:00
7413,2020-06-11,1,17,59.0,0,5,0,2020-11-04 03:44:00
7414,2020-06-11,2,15,54.0,0,0,1,2020-11-04 06:21:00
7416,2020-07-11,11,18,55.0,0,5,0,2020-11-04 11:59:00
7417,2020-05-11,20,14,26.0,1,2,0,2020-11-05 20:14:00
7418,2020-07-11,17,4,42.0,0,3,0,2020-11-05 22:00:00
7419,2020-07-11,1,18,24.0,0,2,0,2020-11-05 00:01:00
7421,2020-07-11,15,4,31.0,0,1,1,2020-11-05 03:11:00
7422,2020-07-11,17,16,20.0,0,1,0,2020-11-05 05:18:00
7423,2020-05-11,21,8,55.0,0,3,0,2020-11-05 10:40:00
7424,2020-08-11,2,10,52.0,1,5,1,2020-11-05 06:14:00
7425,2020-05-11,8,11,44.0,1,3,0,2020-11-05 10:55:00
7426,2020-06-11,7,19,13.0,0,3,1,2020-11-05 16:29:00
7429,2020-07-11,9,13,50.0,0,3,0,2020-11-05 16:13:00
7430,2020-05-11,17,10,17.0,0,2,0,2020-11-05 19:03:00
7432,2020-07-11,5,19,47.0,0,4,0,2020-11-05 08:57:00
7433,2020-08-11,4,16,16.0,1,3,0,2020-11-05 02:47:00
7434,2020-07-11,17,13,36.0,1,1,0,2020-11-05 18:05:00
7435,2020-06-11,2,5,61.0,0,4,0,2020-11-05 05:19:00
7436,2020-08-11,2,2,12.0,0,4,1,2020-11-05 22:10:00
7437,2020-05-11,9,13,59.0,0,4,0,2020-11-05 19:03:00
7438,2020-08-11,2,4,52.0,0,1,1,2020-11-05 04:44:00
7439,2020-06-11,8,17,47.0,0,1,1,2020-11-05 11:38:00
7440,2020-08-11,10,12,38.0,0,0,0,2020-11-05 04:30:00
7441,2020-07-11,13,20,34.0,1,5,1,2020-11-06 13:47:00
7442,2020-08-11,8,14,19.0,0,3,0,2020-11-06 03:25:00
7444,2020-08-11,28,10,37.0,0,3,0,2020-11-06 03:37:00
7445,2020-07-11,10,16,30.0,1,2,1,2020-11-06 15:39:00
7446,2020-07-11,2,11,16.0,0,1,0,2020-11-06 22:54:00
7447,2020-08-11,21,0,15.0,0,2,1,2020-11-06 12:50:00
7448,2020-09-11,5,8,11.0,0,2,0,2020-11-06 17:19:00
7449,2020-08-11,27,16,77.0,1,1,1,2020-11-06 16:47:00
7450,2020-07-11,5,12,39.0,0,5,0,2020-11-06 16:01:00
7451,2020-07-11,8,14,12.0,0,3,1,2020-11-06 09:10:00
7452,2020-07-11,21,18,16.0,0,5,0,2020-11-06 19:25:00
7453,2020-09-11,5,19,70.0,0,2,0,2020-11-06 12:48:00
7454,2020-08-11,21,10,60.0,0,0,1,2020-11-06 11:34:00
7455,2020-07-11,28,0,42.0,0,3,1,2020-11-06 19:16:00
7456,2020-07-11,1,16,25.0,0,2,1,2020-11-06 11:17:00
7457,2020-09-11,25,14,75.0,0,1,1,2020-11-06 02:41:00
7458,2020-09-11,13,16,71.0,0,0,1,2020-11-06 10:46:00
7459,2020-07-11,25,15,32.0,0,1,0,2020-11-06 12:25:00
7461,2020-09-11,17,18,50.0,0,1,1,2020-11-06 20:31:00
7462,2020-09-11,13,2,36.0,1,1,0,2020-11-06 02:11:00
7463,2020-08-11,2,15,17.0,0,4,0,2020-11-06 15:20:00
7465,2020-08-11,28,7,24.0,0,1,1,2020-11-07 14:26:00
7466,2020-09-11,8,19,42.0,1,3,1,2020-11-07 00:59:00
7467,2020-08-11,4,14,29.0,0,4,0,2020-11-07 10:53:00
7468,2020-07-11,25,17,19.0,1,2,0,2020-11-07 05:54:00
7469,2020-08-11,24,5,37.0,0,3,0,2020-11-07 04:47:00
7471,2020-08-11,8,19,48.0,0,1,0,2020-11-07 12:40:00
7472,2020-08-11,21,18,31.0,0,5,1,2020-11-07 22:20:00
7473,2020-09-11,14,4,52.0,0,0,0,2020-11-07 13:56:00
7474,2020-08-11,9,16,48.0,0,4,1,2020-11-07 03:12:00
7475,2020-09-11,8,1,57.0,0,2,1,2020-11-07 06:29:00
7476,2020-07-11,1,2,31.0,0,1,0,2020-11-07 07:07:00
7477,2020-09-11,4,11,47.0,0,2,0,2020-11-07 20:49:00
7478,2020-08-11,4,20,61.0,0,5,0,2020-11-07 06:56:00
7479,2020-09-11,21,16,47.0,0,0,1,2020-11-07 00:31:00
7480,2020-10-11,13,12,22.0,0,2,1,2020-11-07 17:30:00
7481,2020-08-11,4,11,47.0,0,5,1,2020-11-07 01:56:00
7482,2020-08-11,1,11,37.0,1,1,0,2020-11-07 16:22:00
7483,2020-08-11,1,0,27.0,0,2,0,2020-11-07 14:07:00
7484,2020-09-11,8,1,45.0,0,4,1,2020-11-07 08:15:00
7485,2020-10-11,16,2,34.0,1,4,1,2020-11-07 09:36:00
7486,2020-10-11,26,18,72.0,0,4,1,2020-11-07 04:13:00
7487,2020-09-11,2,15,53.0,0,0,1,2020-11-07 10:46:00
7488,2020-09-11,12,15,31.0,0,4,0,2020-11-07 09:04:00
7489,2020-10-11,2,11,17.0,0,5,1,2020-11-08 21:18:00
7490,2020-08-11,7,13,76.0,0,0,0,2020-11-08 01:52:00
7491,2020-10-11,12,7,63.0,0,1,1,2020-11-08 09:56:00
7492,2020-11-11,17,13,37.0,0,3,0,2020-11-08 13:48:00
7494,2020-10-11,7,13,63.0,0,4,1,2020-11-08 00:54:00
7495,2020-08-11,14,8,42.0,0,0,1,2020-11-08 06:46:00
7496,2020-09-11,14,5,65.0,0,0,0,2020-11-08 18:29:00
7497,2020-10-11,14,11,45.0,0,5,1,2020-11-08 02:12:00
7499,2020-10-11,8,16,59.0,0,3,1,2020-11-08 11:05:00
7500,2020-10-11,2,1,47.0,0,3,0,2020-11-08 14:47:00
7501,2020-09-11,1,8,18.0,1,5,1,2020-11-08 02:30:00
7502,2020-09-11,1,16,71.0,1,4,1,2020-11-08 13:44:00
7504,2020-09-11,1,8,32.0,0,1,1,2020-11-08 21:54:00
7505,2020-09-11,4,3,16.0,0,5,0,2020-11-08 09:52:00
7506,2020-09-11,17,9,31.0,1,5,1,2020-11-08 21:17:00
7507,2020-10-11,17,15,29.0,0,2,0,2020-11-08 16:10:00
7508,2020-11-11,2,14,29.0,0,1,0,2020-11-08 14:59:00
7509,2020-09-11,7,1,62.0,0,4,0,2020-11-08 14:43:00
7510,2020-10-11,13,3,27.0,0,5,1,2020-11-08 18:18:00
7511,2020-09-11,8,4,30.0,0,1,1,2020-11-08 02:16:00
7512,2020-11-11,21,14,37.0,0,2,1,2020-11-08 08:18:00
7513,2020-10-11,5,1,26.0,0,3,0,2020-11-09 10:02:00
7514,2020-09-11,14,1,56.0,0,5,1,2020-11-09 03:41:00
7515,2020-11-11,24,9,65.0,0,3,1,2020-11-09 16:07:00
7516,2020-11-11,2,2,29.0,0,3,0,2020-11-09 23:04:00
7517,2020-12-11,17,7,16.0,1,0,1,2020-11-09 09:51:00
7518,2020-09-11,8,2,62.0,0,0,1,2020-11-09 08:50:00
7519,2020-09-11,9,7,14.0,0,4,0,2020-11-09 16:18:00
7520,2020-11-11,17,17,70.0,1,5,0,2020-11-09 18:44:00
7522,2020-10-11,13,11,12.0,1,4,0,2020-11-09 14:12:00
7523,2020-12-11,4,19,53.0,1,1,1,2020-11-09 01:44:00
7524,2020-11-11,25,11,10.0,0,3,0,2020-11-09 05:57:00
7525,2020-11-11,16,5,58.0,0,4,0,2020-11-09 09:24:00
7526,2020-12-11,0,19,20.0,0,1,0,2020-11-09 02:51:00
7527,2020-10-11,5,14,67.0,0,4,1,2020-11-09 21:28:00
7528,2020-12-11,5,8,49.0,0,1,1,2020-11-09 17:52:00
7529,2020-12-11,17,17,48.0,0,2,1,2020-11-09 14:01:00
7530,2020-10-11,18,8,47.0,0,1,1,2020-11-09 08:19:00
7531,2020-09-11,8,14,55.0,0,0,1,2020-11-09 16:12:00
7532,2020-12-11,5,19,54.0,0,4,1,2020-11-09 19:40:00
7533,2020-12-11,23,20,70.0,0,1,0,2020-11-09 12:58:00
7534,2020-12-11,5,14,66.0,1,4,1,2020-11-09 12:20:00
7535,2020-12-11,8,3,60.0,1,1,1,2020-11-09 16:27:00
7536,2020-10-11,5,20,43.0,1,0,1,2020-11-09 15:44:00
7537,2020-12-11,18,20,34.0,0,4,0,2020-11-10 22:08:00
7539,2020-11-11,28,3,42.0,0,3,0,2020-11-10 10:27:00
7540,2020-12-11,5,6,77.0,1,3,0,2020-11-10 14:23:00
7541,2020-12-11,2,20,59.0,1,5,0,2020-11-10 23:16:00
7542,2020-12-11,4,4,48.0,0,2,1,2020-11-10 01:02:00
7543,2020-10-11,2,2,25.0,1,5,0,2020-11-10 04:10:00
7544,2020-11-11,8,16,56.0,1,5,1,2020-11-10 07:02:00
7545,2020-11-11,3,15,12.0,1,0,1,2020-11-10 03:02:00
7546,2020-10-11,2,3,33.0,0,4,0,2020-11-10 10:11:00
7547,2020-12-11,13,1,74.0,1,4,1,2020-11-10 09:59:00
7548,2020-11-11,0,19,27.0,0,0,0,2020-11-10 00:33:00
7549,2020-12-11,7,8,22.0,0,4,1,2020-11-10 15:13:00
7550,2020-11-11,17,16,51.0,0,4,1,2020-11-10 03:48:00
7551,2020-11-11,5,11,53.0,0,2,0,2020-11-10 02:01:00
7552,2020-11-11,8,4,10.0,1,4,0,2020-11-10 10:51:00
7553,2020-12-11,17,14,41.0,0,2,0,2020-11-10 22:24:00
7554,2020-12-11,5,15,50.0,1,0,0,2020-11-10 08:24:00
7555,2020-11-11,13,13,50.0,1,1,1,2020-11-10 01:47:00
7556,2020-12-11,24,9,34.0,0,3,1,2020-11-10 06:46:00
7557,2020-11-11,5,20,35.0,0,1,0,2020-11-10 05:13:00
7559,,11,18,75.0,0,1,0,2020-11-10 15:30:00
7560,,2,17,76.0,1,4,1,2020-11-10 09:50:00
7561,2020-11-11,17,4,44.0,0,5,0,2020-11-11 19:13:00
7562,2020-11-11,24,14,29.0,0,3,1,2020-11-11 16:39:00
7563,2020-12-11,13,4,58.0,0,4,0,2020-11-11 07:44:00
7565,2020-11-11,21,3,39.0,1,3,0,2020-11-11 13:26:00
7566,2020-12-11,19,1,12.0,0,2,1,2020-11-11 06:49:00
7567,2020-11-11,18,15,48.0,0,5,0,2020-11-11 09:29:00
7568,,21,17,56.0,1,2,1,2020-11-11 02:07:00
7569,2020-12-11,24,3,44.0,0,5,0,2020-11-11 05:45:00
7570,,8,5,48.0,1,4,1,2020-11-11 12:21:00
7571,,4,3,10.0,0,5,0,2020-11-11 20:45:00
7572,,8,15,19.0,0,5,1,2020-11-11 03:57:00
7573,,1,5,56.0,0,1,1,2020-11-11 16:10:00
7574,,2,14,72.0,1,5,1,2020-11-11 07:47:00
7575,2020-12-11,0,18,48.0,1,4,0,2020-11-11 02:54:00
7576,,10,15,12.0,0,2,0,2020-11-11 08:36:00
7577,,20,3,49.0,0,5,1,2020-11-11 03:57:00
7579,,5,9,53.0,1,0,0,2020-11-11 15:57:00
7580,,2,1,23.0,1,2,0,2020-11-11 19:21:00
7581,,8,1,18.0,0,5,0,2020-11-11 10:12:00
7582,2020-12-11,8,11,64.0,0,4,0,2020-11-11 02:08:00
7583,,9,0,66.0,1,2,0,2020-11-11 22:54:00
7586,,2,4,73.0,0,5,1,2020-11-12 03:27:00
7587,,21,17,17.0,0,1,1,2020-11-12 19:16:00
7588,2020-12-11,2,9,19.0,0,5,0,2020-11-12 00:51:00
7589,,5,3,69.0,0,1,0,2020-11-12 19:52:00
7590,2020-12-11,8,12,14.0,1,0,1,2020-11-12 19:18:00
7591,,13,20,43.0,0,1,1,2020-11-12 21:48:00
7592,,10,13,67.0,0,5,1,2020-11-12 18:14:00
7593,,18,8,44.0,1,5,1,2020-11-12 11:50:00
7594,,19,19,55.0,1,1,0,2020-11-12 18:20:00
7595,2020-12-11,24,18,38.0,1,3,0,2020-11-12 21:12:00
7596,,13,16,72.0,0,1,1,2020-11-12 03:19:00
7597,,4,18,12.0,1,3,1,2020-11-12 03:11:00
7598,,13,8,23.0,1,4,1,2020-11-12 05:13:00
7599,,14,1,19.0,0,4,1,2020-11-12 03:47:00
7600,,16,13,58.0,1,1,0,2020-11-12 17:21:00
7601,,5,2,46.0,0,4,0,2020-11-12 16:28:00
7602,,2,0,19.0,1,4,0,2020-11-12 17:12:00
7603,,2,19,38.0,1,3,1,2020-11-12 14:26:00
7605,,2,19,48.0,1,0,0,2020-11-12 17:43:00
7606,,2,7,57.0,0,3,1,2020-11-12 22:34:00
7607,,13,12,34.0,0,1,1,2020-11-12 16:48:00
7608,,21,7,75.0,1,4,1,2020-11-12 12:07:00
7609,,5,3,66.0,0,4,1,
7610,,8,13,38.0,0,4,0,
7611,,0,3,65.0,0,1,0,
7612,,10,2,30.0,0,0,1,
7613,,2,4,31.0,0,4,0,
7614,,5,8,49.0,0,4,1,
7615,,13,10,72.0,1,0,0,
7616,,16,12,55.0,0,5,0,
7617,,8,14,29.0,0,3,0,
7618,,17,5,40.0,0,0,1,
7619,,17,15,27.0,1,5,0,
7621,,17,3,28.0,0,2,1,
7622,,0,6,61.0,0,1,0,
7623,,23,18,49.0,1,0,1,
7624,,15,9,42.0,0,0,1,
7625,,12,19,43.0,0,0,0,
7626,,2,13,34.0,0,3,0,
7627,,13,2,54.0,0,1,0,
7628,,9,16,63.0,0,3,0,
7629,,0,17,44.0,1,5,1,
7630,,5,14,31.0,1,2,0,
7632,,22,2,64.0,1,3,0,
7633,,4,6,31.0,0,1,1,
7634,,16,1,24.0,0,2,1,
7635,,16,20,76.0,0,4,1,
7637,,17,9,79.0,0,1,1,
7638,,9,2,15.0,1,1,1,
7639,,21,15,58.0,1,0,1,
7640,,21,16,15.0,1,1,0,
7641,,17,19,50.0,0,2,1,
7642,,10,9,75.0,0,3,1,
7644,,8,14,12.0,0,0,1,
7645,,17,4,58.0,0,3,1,
7646,,25,20,28.0,1,2,1,
7647,,3,17,53.0,1,2,1,
7649,,5,12,63.0,1,4,0,
7650,,5,7,23.0,0,2,1,
7651,,28,8,33.0,0,5,1,
7652,,8,2,17.0,0,1,1,
7653,,5,19,32.0,0,3,0,
7654,,15,6,79.0,1,4,0,
7655,,17,4,54.0,0,5,1,
7656,,17,3,20.0,0,2,1,
7658,,14,14,33.0,0,2,1,
7659,,17,13,58.0,0,0,0,
7660,,23,20,48.0,0,2,0,
7661,,12,9,71.0,0,3,0,
7662,,5,13,56.0,1,5,1,
7663,,12,7,45.0,0,5,1,
7664,,14,5,12.0,0,0,1,
7665,,14,13,54.0,0,4,1,
7666,,23,20,12.0,1,5,0,
7667,,27,15,31.0,1,4,1,
7668,,15,19,28.0,0,2,0,
7669,,2,1,76.0,1,0,1,
7670,,17,9,34.0,0,2,0,
7671,,5,13,28.0,1,5,0,
7672,,17,16,27.0,0,2,1,
7673,,17,15,65.0,0,1,1,
7674,,21,11,38.0,0,1,0,
7675,,5,9,24.0,0,1,1,
7676,,0,1,48.0,0,0,1,
7677,,2,16,17.0,1,2,0,
7678,,3,6,13.0,1,4,0,
7679,,12,14,37.0,0,3,0,
7680,,10,2,64.0,0,4,1,
7681,,5,12,64.0,0,5,0,
7682,,19,17,62.0,0,1,0,
7683,,21,19,64.0,0,0,0,
7684,,5,19,52.0,0,4,1,
7685,,5,6,12.0,1,2,1,
7687,,2,2,40.0,0,1,1,
7688,,7,17,11.0,0,3,1,
7689,,5,7,55.0,0,4,1,
7690,,8,15,73.0,1,2,1,
7691,,27,9,55.0,0,4,0,
7692,,12,11,49.0,0,0,0,
7694,,14,4,40.0,0,0,0,
7695,,13,3,41.0,1,3,0,
7697,,14,10,15.0,0,2,1,
7698,,12,20,39.0,0,5,1,
7699,,21,17,69.0,1,1,1,
7700,,5,13,27.0,1,3,1,
7701,,8,5,17.0,1,0,0,
7703,,5,17,62.0,0,1,0,
7706,,10,16,49.0,0,1,1,
7707,,6,14,11.0,0,3,0,
7708,,1,20,68.0,0,1,1,
7709,,0,17,35.0,1,5,0,
7710,,5,1,72.0,1,3,1,
7711,,2,13,14.0,0,1,1,
7712,,10,13,16.0,1,3,0,
7713,,5,8,29.0,1,0,1,
7714,,22,4,72.0,0,1,1,
7715,,8,19,16.0,0,3,1,
7716,,5,9,56.0,0,0,1,
7717,,5,7,28.0,0,5,1,
7718,,12,16,23.0,0,3,1,
7720,,3,8,45.0,1,5,1,
7721,,10,16,79.0,0,0,0,
7722,,10,19,21.0,0,2,1,
7723,,10,3,14.0,0,4,1,
7724,,12,0,67.0,0,0,1,
7725,,28,1,79.0,1,2,1,
7726,,13,19,50.0,0,5,0,
7728,,5,10,44.0,0,1,0,
7729,,3,1,79.0,1,0,0,
7730,,8,10,27.0,0,5,0,
7731,,8,1,46.0,0,5,0,
7734,,21,19,44.0,0,5,1,
7736,,2,7,42.0,0,0,1,
7737,,13,6,40.0,0,0,1,
7738,,19,8,52.0,1,5,1,
7739,,5,1,38.0,0,2,0,
7740,,8,9,30.0,0,3,1,
7741,,2,17,37.0,0,5,0,
7742,,12,17,57.0,0,3,0,
7744,,10,14,53.0,0,5,1,
7745,,6,1,41.0,0,0,1,
7746,,17,2,43.0,0,1,1,
7747,,2,0,36.0,1,0,0,
7750,,5,19,43.0,0,0,1,
7751,,12,6,19.0,0,4,0,
7752,,16,8,49.0,0,4,0,
7753,,10,13,49.0,0,2,1,
7754,,24,16,14.0,0,2,1,
7755,,7,9,62.0,0,0,1,
7756,,5,10,11.0,1,0,0,
7757,,0,2,42.0,0,2,0,
7758,,8,15,50.0,0,3,0,
7759,,2,11,17.0,1,0,0,
7760,,17,9,72.0,0,1,0,
7761,,20,5,16.0,0,2,0,
7762,,27,7,10.0,0,4,0,
7763,,2,13,42.0,1,5,0,
7764,,15,1,55.0,0,5,0,
7765,,21,11,42.0,1,3,1,
7769,,14,9,75.0,0,3,0,
7770,,14,9,72.0,0,3,0,
7771,,24,6,13.0,0,2,1,
7772,,13,4,19.0,0,4,0,
7774,,5,15,76.0,0,3,1,
7775,,20,19,62.0,0,2,1,
7777,,17,20,52.0,1,2,1,
7778,,13,3,22.0,0,1,0,
7779,,6,11,66.0,0,3,1,
7781,,15,20,52.0,1,0,1,
7782,,2,2,57.0,1,5,1,
7783,,4,8,26.0,1,3,1,
7784,,12,20,27.0,0,2,1,
7785,,4,4,69.0,1,5,1,
7786,,7,20,12.0,0,5,0,
7787,,13,12,48.0,0,1,0,
7788,,17,3,75.0,0,0,1,
7789,,5,4,25.0,0,1,0,
7790,,10,5,44.0,0,1,0,
7791,,4,19,35.0,0,1,0,
7792,,24,1,36.0,1,0,1,
7793,,6,10,35.0,0,3,1,
7794,,18,10,49.0,0,2,1,
7795,,8,13,11.0,0,1,1,
7796,,5,8,45.0,0,0,0,
7798,,5,11,48.0,0,4,1,
7799,,13,5,68.0,1,5,1,
7800,,11,20,50.0,0,3,0,
7801,,10,20,17.0,1,1,0,
7802,,17,15,57.0,0,5,0,
7803,,4,1,40.0,0,4,1,
7804,,13,6,64.0,0,3,0,
7805,,21,18,54.0,1,0,1,
7806,,14,9,67.0,1,3,1,
7807,,14,18,77.0,0,2,0,
7808,,18,18,46.0,1,5,1,
7809,,2,8,70.0,0,0,0,
7810,,2,14,72.0,1,0,1,
7811,,17,19,44.0,1,1,1,
7812,,7,13,26.0,0,3,1,
7813,,2,0,23.0,0,2,0,
7814,,5,1,25.0,0,3,1,
7815,,18,8,25.0,1,5,1,
7816,,17,1,42.0,1,5,0,
7817,,1,9,61.0,0,4,1,
7818,,5,1,41.0,0,5,0,
7819,,4,20,13.0,1,0,0,
7820,,10,11,66.0,0,0,0,
7821,,18,19,21.0,0,1,0,
7822,,13,18,13.0,0,4,1,
7823,,1,17,37.0,1,4,0,
7824,,18,7,73.0,0,5,0,
7825,,25,10,33.0,0,1,0,
7826,,22,12,12.0,0,3,0,
7828,,5,20,44.0,0,4,0,
7829,,5,2,21.0,0,3,0,
7830,,8,10,62.0,0,4,1,
7832,,7,3,79.0,0,1,1,
7833,,17,2,13.0,0,4,1,
7834,,17,17,72.0,0,4,1,
7835,,9,2,26.0,1,2,0,
7836,,2,2,48.0,0,3,0,
7837,,0,1,63.0,0,1,0,
7838,,2,20,29.0,0,5,0,
7839,,0,1,22.0,0,0,0,
7840,,17,19,51.0,1,0,1,
7841,,16,7,17.0,0,0,1,
7842,,4,19,20.0,0,4,1,
7843,,2,1,67.0,1,2,0,
7844,,17,6,71.0,0,3,0,
7845,,26,14,20.0,0,3,0,
7846,,17,5,46.0,0,3,1,
7847,,1,20,20.0,0,2,1,
7848,,1,13,72.0,1,5,0,
7849,,9,4,45.0,0,1,1,
7850,,13,0,42.0,0,0,1,
7852,,13,4,20.0,0,1,1,
7853,,1,0,32.0,1,1,0,
7854,,5,2,52.0,0,2,1,
7855,,10,19,36.0,0,5,0,
7856,,12,9,22.0,1,2,1,
7858,,15,1,36.0,0,3,0,
7859,,28,7,68.0,0,1,1,
7860,,17,9,69.0,1,0,1,
7862,,1,7,43.0,0,4,0,
7863,,8,10,72.0,1,0,0,
7864,,17,6,19.0,1,4,1,
7865,,4,16,18.0,0,4,1,
7867,,2,19,77.0,1,2,0,
7868,,13,20,61.0,1,5,0,
7869,,24,19,77.0,0,4,0,
7870,,6,11,50.0,1,0,1,
7871,,4,7,15.0,0,2,1,
7872,,14,3,31.0,1,2,0,
7873,,17,10,39.0,1,2,1,
7874,,26,14,50.0,0,1,0,
7875,,28,1,48.0,0,1,1,
7876,,25,11,42.0,1,1,1,
7877,,28,0,40.0,0,3,1,
7878,,22,14,33.0,0,1,0,
7879,,4,12,75.0,0,4,0,
7880,,2,10,10.0,0,5,0,
7881,,2,13,18.0,1,5,0,
7882,,2,10,43.0,1,0,1,
7883,,17,8,23.0,0,3,1,
7884,,5,4,14.0,0,4,1,
7885,,17,20,37.0,0,2,1,
7886,,17,3,14.0,0,3,1,
7887,,5,9,23.0,0,2,0,
7888,,13,12,24.0,1,4,1,
7889,,27,18,20.0,0,5,1,
7890,,24,5,20.0,1,4,1,
7891,,10,16,50.0,1,3,1,
7892,,7,11,33.0,0,3,0,
7893,,13,10,16.0,0,4,1,
7894,,2,8,12.0,0,1,1,
7895,,8,16,32.0,0,1,1,
7896,,1,10,33.0,1,2,0,
7897,,1,1,58.0,0,2,0,
7898,,0,9,22.0,0,4,0,
7899,,17,3,36.0,0,3,0,
7900,,5,6,49.0,0,3,1,
7901,,5,8,37.0,1,1,0,
7902,,14,8,20.0,0,4,1,
7905,,5,18,24.0,1,4,1,
7906,,5,6,45.0,1,5,1,
7907,,17,14,72.0,1,4,1,
